SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 31-Jul-2020, 29.15, 29.15, 29.40, 28.50, 28.50, 28.60, 28.65, 49903, 14.30, 774, 31975, 64.07
21STCENMGM, EQ, 31-Jul-2020, 10.25, 10.05, 10.45, 10.05, 10.45, 10.40, 10.21, 8380, 0.86, 68, 6984, 83.34
3IINFOTECH, EQ, 31-Jul-2020, 2.45, 2.45, 2.50, 2.35, 2.40, 2.40, 2.41, 2759633, 66.44, 1440, 1938316, 70.24
3MINDIA, EQ, 31-Jul-2020, 21197.45, 21301.00, 21489.70, 20971.30, 21100.05, 21078.00, 21126.82, 2040, 430.99, 964, 1039, 50.93
5PAISA, EQ, 31-Jul-2020, 362.25, 344.15, 344.15, 344.15, 344.15, 344.15, 344.15, 9336, 32.13, 127, 9336, 100.00
63MOONS, BE, 31-Jul-2020, 69.55, 69.30, 70.85, 69.00, 70.40, 70.05, 69.99, 8100, 5.67, 117, -, -
716GS2050, GS, 31-Jul-2020, 106.18, 108.00, 111.00, 106.30, 111.00, 111.00, 109.72, 60, 0.07, 3, 60, 100.00
757GS2033, GS, 31-Jul-2020, 111.00, 116.00, 116.00, 116.00, 116.00, 116.00, 116.00, 10, 0.01, 1, 10, 100.00
A2ZINFRA, EQ, 31-Jul-2020, 4.10, 4.20, 4.20, 3.95, 4.00, 4.00, 4.02, 430152, 17.29, 428, 219301, 50.98
AARON, SM, 31-Jul-2020, 44.10, 43.35, 43.35, 43.35, 43.35, 43.35, 43.35, 13200, 5.72, 1, 13200, 100.00
AARTIDRUGS, EQ, 31-Jul-2020, 1707.70, 1710.00, 1750.00, 1710.00, 1735.00, 1740.25, 1740.16, 110001, 1914.19, 6871, 53727, 48.84
AARTIIND, EQ, 31-Jul-2020, 965.35, 956.00, 995.00, 950.45, 991.00, 990.40, 982.45, 547042, 5374.42, 22504, 228989, 41.86
AARTISURF, BE, 31-Jul-2020, 259.00, 246.05, 246.05, 246.05, 246.05, 246.05, 246.05, 8580, 21.11, 80, -, -
AARVEEDEN, BE, 31-Jul-2020, 10.25, 10.00, 10.60, 10.00, 10.00, 10.00, 10.05, 5218, 0.52, 11, -, -
AARVI, EQ, 31-Jul-2020, 32.00, 30.40, 32.50, 30.40, 31.50, 31.50, 31.50, 32030, 10.09, 3, 32030, 100.00
AAVAS, EQ, 31-Jul-2020, 1309.75, 1311.00, 1379.00, 1311.00, 1366.00, 1370.45, 1340.39, 124532, 1669.22, 3053, 114572, 92.00
ABAN, EQ, 31-Jul-2020, 24.10, 24.10, 24.60, 23.10, 23.60, 23.35, 23.61, 47799, 11.29, 508, 37206, 77.84
